Rk,Player,Age,Tm,Pos,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV,PP,SH,S,S%,TOI,ATOI,BLK,HIT,FOW,FOL,FO%
818,Riley Sheahan\sheahri01,30,SEA,C,56,2,10,12,6,0,0.6,2,0,0,0,8,0,2,57,3.5,661,11:48,22,14,217,251,46.4
819,Conor Sheary\shearco01,29,WSH,LW,59,16,18,34,-6,14,3.3,14,2,0,4,14,4,0,111,14.4,911,15:26,37,39,10,15,40
820,Kiefer Sherwood\sherwki01,26,COL,RW,11,1,1,2,3,0,0.2,1,0,0,1,1,0,0,9,11.1,94,8:34,4,12,1,0,100
821,Kole Sherwood\sherwko01,25,NSH,RW,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,8:08,0,3,0,0,
822,Devin Shore\shorede01,27,EDM,C,45,5,6,11,-4,8,0.6,4,0,1,0,6,0,0,33,15.2,426,9:28,21,59,84,95,46.9
823,Jonas Siegenthaler\siegejo01,24,NJD,D,68,1,13,14,-5,42,2.5,1,0,0,0,12,0,1,89,1.1,1408,20:43,104,96,0,0,
824,Dylan Sikura\sikurdy01,26,COL,C,5,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,50,9:57,3,0,0,0,
825,Jakob Silfverberg\silfvja01,31,ANA,LW,53,5,16,21,-3,30,1.1,4,1,0,0,12,4,0,120,4.2,903,17:02,40,16,8,16,33.3
826,Cole Sillinger\sillico01,18,CBJ,C,66,11,11,22,-24,27,0.7,11,0,0,3,10,1,0,123,8.9,896,13:34,36,77,293,327,47.3
827,Radim Simek\simekra01,29,SJS,D,34,1,1,2,-12,8,0.1,1,0,0,0,1,0,0,24,4.2,467,13:45,38,90,0,0,
828,Wayne Simmonds\simmowa01,33,TOR,RW,62,5,10,15,-5,66,0.7,5,0,0,2,9,1,0,70,7.1,582,9:23,9,117,3,3,50
829,Dominik Simon\simondo01,27,TOT,C,61,3,7,10,3,30,0.4,3,0,0,1,6,1,0,73,4.1,609,9:59,31,61,5,10,33.3
829,Dominik Simon\simondo01,27,PIT,C,55,3,6,9,0,28,0.3,3,0,0,1,5,1,0,67,4.5,530,9:39,25,55,5,10,33.3
829,Dominik Simon\simondo01,27,ANA,C,6,0,1,1,3,2,0.1,0,0,0,0,1,0,0,6,0,79,13:07,6,6,0,0,
830,Colton Sissons\sissoco01,28,NSH,C,65,6,21,27,7,24,1.6,5,1,0,0,18,3,0,72,8.3,1041,16:01,32,152,585,456,56.2
831,Jeff Skinner\skinnje01,29,BUF,LW,68,28,22,50,-12,22,5.5,23,5,0,3,17,5,0,221,12.7,1171,17:13,17,22,74,105,41.3
832,Brady Skjei\skjeibr01,27,CAR,D,69,8,21,29,17,42,6.4,8,0,0,0,21,0,0,156,5.1,1453,21:04,64,83,0,0,
833,Jaccob Slavin\slavija01,27,CAR,D,67,3,34,37,24,10,7.4,2,1,0,0,26,6,2,133,2.3,1584,23:39,109,43,0,0,
834,Josiah Slavin\slavijo01,23,CHI,LW,15,0,1,1,0,4,-0.2,0,0,0,0,1,0,0,13,0,180,12:02,4,12,29,38,43.3
835,Brendan Smith\smithbr05,32,CAR,D,35,3,2,5,4,30,1.6,3,0,0,1,2,0,0,43,7,489,13:59,33,61,0,0,
836,C.J. Smith\smithcj01,27,CAR,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,0,,9,9:22,0,1,0,0,
837,Cole Smith\smithco02,26,NSH,F,8,0,0,0,-3,0,-0.2,0,0,0,0,0,0,0,3,0,71,8:50,1,21,0,1,0
838,Craig Smith\smithcr01,32,BOS,C,60,15,16,31,4,28,3.2,15,0,0,1,13,3,0,155,9.7,869,14:29,23,79,2,8,20
839,Gemel Smith\smithge02,27,DET,C,3,0,1,1,-2,5,0,0,0,0,0,1,0,0,1,0,20,6:46,1,0,6,4,60
840,Givani Smith\smithgi01,23,DET,RW,46,4,3,7,-6,108,0.2,4,0,0,0,3,0,0,50,8,390,8:28,20,86,1,1,50
841,Reilly Smith\smithre01,30,VEG,RW,56,16,22,38,4,8,3.8,11,3,2,3,16,4,2,150,10.7,996,17:47,23,55,4,4,50
842,Ty Smith\smithty01,21,NJD,D,56,3,14,17,-20,14,1.4,3,0,0,0,10,4,0,62,4.8,961,17:09,58,33,0,0,
843,Joe Snively\snivejo01,26,WSH,F,12,4,3,7,3,2,1,3,1,0,0,3,0,0,21,19,139,11:33,3,2,0,1,0
844,Victor Soderstrom\sodervi01,20,ARI,D,13,0,0,0,-6,4,-0.2,0,0,0,0,0,0,0,10,0,212,16:18,17,9,0,0,
845,Egor Sokolov\sokoleg01,21,OTT,F,8,0,0,0,-6,4,-0.3,0,0,0,0,0,0,0,8,0,83,10:22,4,13,0,0,
846,Carson Soucy\soucyca01,27,SEA,D,51,9,10,19,8,29,4.2,8,0,1,1,7,2,1,79,11.4,890,17:28,55,100,0,0,
847,Blake Speers\speerbl01,25,ARI,C,2,0,0,0,-3,2,-0.1,0,0,0,0,0,0,0,1,0,18,9:10,2,3,6,5,54.5
848,Jordan Spence\spencjo01,20,LAK,D,13,1,4,5,-1,2,0.8,1,0,0,1,2,2,0,22,4.5,262,20:10,15,23,0,0,
849,Jason Spezza\spezzja01,38,TOR,C,61,10,11,21,-5,22,1.6,7,3,0,0,5,6,0,85,11.8,662,10:51,23,24,276,242,53.3
850,Daniel Sprong\spronda01,24,TOT,RW,53,11,6,17,6,8,1.9,10,1,0,0,6,0,0,125,8.8,685,12:56,12,40,0,2,0
850,Daniel Sprong\spronda01,24,WSH,RW,47,8,6,14,6,8,1.4,8,0,0,0,6,0,0,102,7.8,599,12:45,12,35,0,2,0
850,Daniel Sprong\spronda01,24,SEA,RW,6,3,0,3,0,0,0.5,2,1,0,0,0,0,0,23,13,86,14:21,0,5,0,0,
851,Jared Spurgeon\spurgja01,32,MIN,D,53,6,26,32,25,10,5.6,6,0,0,1,14,12,0,91,6.6,1124,21:13,66,36,0,0,
852,Jordan Staal\staaljo01,33,CAR,C,67,8,16,24,6,16,1.5,7,1,0,1,15,1,0,123,6.5,1123,16:46,28,189,641,478,57.3
853,Marc Staal\staalma01,35,DET,D,60,3,12,15,6,24,3.1,3,0,0,1,12,0,0,66,4.5,1026,17:06,65,74,0,0,
854,Steven Stamkos\stamkst01,31,TBL,C,67,32,44,76,12,26,8.8,20,12,0,8,30,14,0,195,16.4,1249,18:39,25,78,466,445,51.2
855,Logan Stanley\stanllo01,23,WPG,D,54,1,12,13,3,42,2.2,1,0,0,1,11,0,1,79,1.3,844,15:37,90,121,0,0,
856,Paul Stastny\stastpa01,36,WPG,C,59,18,17,35,7,12,3.7,14,4,0,2,14,3,0,107,16.8,1037,17:35,25,23,180,124,59.2
857,Troy Stecher\stechtr01,27,TOT,D,23,1,1,2,-4,11,0.3,1,0,0,0,1,0,0,39,2.6,370,16:05,28,29,0,0,
857,Troy Stecher\stechtr01,27,DET,D,16,1,1,2,-6,9,0.1,1,0,0,0,1,0,0,23,4.3,242,15:08,17,19,0,0,
857,Troy Stecher\stechtr01,27,LAK,D,7,0,0,0,2,2,0.3,0,0,0,0,0,0,0,16,0,128,18:15,11,10,0,0,
858,Sam Steel\steelsa01,23,ANA,C,58,6,11,17,-11,14,0.8,6,0,0,1,8,3,0,62,9.7,726,12:31,26,32,178,166,51.7
859,Oskar Steen\steenos01,23,BOS,C,19,2,4,6,-1,6,0.4,2,0,0,0,4,0,0,22,9.1,207,10:55,6,29,1,5,16.7
860,Alex Steeves\steeval02,22,TOR,F,3,0,1,1,-1,0,0,0,0,0,0,1,0,0,2,0,24,7:58,1,1,0,0,
861,Kevin Stenlund\stenlke01,25,CBJ,C,3,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,23,7:32,2,2,1,0,100
862,Derek Stepan\stepade01,31,CAR,C,52,8,8,16,1,12,1.5,8,0,0,0,8,0,0,87,9.2,561,10:47,25,29,223,178,55.6
863,Mitchell Stephens\stephmi01,24,DET,C,16,0,4,4,-5,4,-0.1,0,0,0,0,4,0,0,13,0,192,12:00,8,9,83,89,48.3
864,Chandler Stephenson\stephch02,27,VEG,C,68,17,37,54,2,26,4.9,13,3,1,3,28,8,1,102,16.7,1317,19:22,40,59,536,510,51.2
865,Riley Stillman\stillri01,23,CHI,D,43,1,10,11,-3,29,1.8,1,0,0,1,10,0,0,35,2.9,638,14:50,50,101,0,0,
866,Mark Stone\stonema01,29,VEG,RW,28,8,20,28,7,8,3,6,2,0,2,17,2,1,53,15.1,508,18:09,19,14,13,14,48.1
867,Michael Stone\stonemi01,31,CGY,D,5,0,1,1,1,0,0.2,0,0,0,0,1,0,0,10,0,90,17:56,9,17,0,0,
868,Anton Stralman\stralan01,35,ARI,D,61,5,12,17,-16,8,2.3,5,0,0,1,12,0,0,80,6.3,1283,21:02,87,72,0,0,
869,Austin Strand\stranau01,24,LAK,D,8,0,2,2,-1,0,0.3,0,0,0,0,2,0,0,9,0,122,15:17,5,7,0,0,
870,Dylan Strome\stromdy01,24,CHI,C,57,20,23,43,-5,28,4.5,15,5,0,2,13,10,0,112,17.9,960,16:50,26,9,363,325,52.8
871,Ryan Strome\stromry01,28,NYR,C,62,15,30,45,5,63,4.3,12,3,0,4,21,9,0,137,10.9,1136,18:19,16,38,323,400,44.7
872,Marian Studenic\studema01,23,TOT,RW,24,1,1,2,-6,2,-0.4,1,0,0,0,1,0,0,29,3.4,276,11:31,14,17,1,3,25
872,Marian Studenic\studema01,23,NJD,RW,17,1,0,1,-6,0,-0.4,1,0,0,0,0,0,0,24,4.2,201,11:48,10,12,1,3,25
872,Marian Studenic\studema01,23,DAL,RW,7,0,1,1,0,2,0,0,0,0,0,1,0,0,5,0,76,10:50,4,5,0,0,
873,Jack Studnicka\studnja01,22,BOS,C,13,0,3,3,-1,4,0,0,0,0,0,3,0,0,16,0,166,12:47,2,16,49,50,49.5
874,Nico Sturm\sturmni01,26,TOT,C,61,9,9,18,-6,8,0.9,7,1,1,0,9,0,0,84,10.7,715,11:43,23,75,243,216,52.9
874,Nico Sturm\sturmni01,26,MIN,C,53,9,8,17,-5,8,1.1,7,1,1,0,8,0,0,73,12.3,612,11:33,22,61,193,180,51.7
874,Nico Sturm\sturmni01,26,COL,C,8,0,1,1,-1,0,-0.1,0,0,0,0,1,0,0,11,0,103,12:54,1,14,50,36,58.1
875,Tim Stützle\stuetti02,20,OTT,LW,67,14,28,42,-27,35,2.9,10,4,0,3,13,15,0,140,10,1214,18:07,42,107,145,231,38.6
876,P.K. Subban\subbapk01,32,NJD,D,66,5,16,21,-8,78,3.1,5,0,0,1,15,0,1,106,4.7,1217,18:26,77,64,0,0,
877,C.J. Suess\frankcl01,27,WPG,LW,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,17,5:43,5,2,2,2,50
878,Oskar Sundqvist\sundqos01,27,TOT,C,48,6,12,18,2,12,1.2,6,0,0,0,12,0,0,57,10.5,654,13:37,24,58,66,83,44.3
878,Oskar Sundqvist\sundqos01,27,STL,C,41,4,11,15,4,12,1,4,0,0,0,11,0,0,50,8,548,13:21,19,49,61,70,46.6
878,Oskar Sundqvist\sundqos01,27,DET,C,7,2,1,3,-2,0,0.2,2,0,0,0,1,0,0,7,28.6,106,15:09,5,9,5,13,27.8
879,Andrej Sustr\sustran01,31,TOT,D,27,1,1,2,-4,12,0.4,1,0,0,0,1,0,0,20,5,371,13:44,25,14,0,0,
879,Andrej Sustr\sustran01,31,TBL,D,15,1,0,1,-1,6,0.3,1,0,0,0,0,0,0,10,10,158,10:33,6,8,0,0,
879,Andrej Sustr\sustran01,31,ANA,D,12,0,1,1,-3,6,0.1,0,0,0,0,1,0,0,10,0,213,17:43,19,6,0,0,
880,Pius Suter\suterpi01,25,DET,F,69,13,16,29,-19,18,1.5,12,0,1,2,13,3,0,140,9.3,1159,16:48,31,21,426,417,50.5
881,Ryan Suter\suterry01,37,DAL,D,68,6,21,27,-3,30,5.1,3,3,0,0,13,8,0,104,5.8,1602,23:33,77,43,0,0,
882,Nick Suzuki\suzukni01,22,MTL,C,69,18,33,51,-22,24,3.7,9,8,1,4,20,11,2,165,10.9,1417,20:32,52,84,596,624,48.9
883,Andrei Svechnikov\svechan01,21,CAR,RW,66,27,33,60,16,69,7.1,19,8,0,5,21,12,0,221,12.2,1154,17:29,13,160,0,6,0
884,Evgeny Svechnikov\svechev01,25,WPG,LW,60,6,12,18,-1,36,1.2,6,0,0,0,12,0,0,71,8.5,651,10:51,18,81,3,4,42.9
885,Brandon Tanev\tanevbr01,30,SEA,LW,30,9,6,15,4,13,1.9,6,2,1,3,6,0,0,51,17.6,437,14:34,22,98,1,1,50
886,Chris Tanev\tanevch01,32,CGY,D,68,5,19,24,26,20,5.7,5,0,0,2,19,0,0,74,6.8,1394,20:30,121,40,0,0,
887,Vladimir Tarasenko\tarasvl01,30,STL,RW,61,23,36,59,-3,26,5.9,18,5,0,5,22,13,1,191,12,1043,17:06,40,70,4,7,36.4
888,Tomas Tatar\tatarto01,31,NJD,LW,66,13,14,27,-14,16,1.8,11,2,0,0,11,3,0,121,10.7,971,14:43,24,62,14,23,37.8
889,John Tavares\tavarjo01,31,TOR,C,67,24,41,65,-4,28,6.3,15,9,0,2,29,12,0,206,11.7,1208,18:02,36,71,686,444,60.7
890,Matt Tennyson\tennyma01,31,NSH,D,8,0,3,3,0,4,0.4,0,0,0,0,3,0,0,5,0,103,12:55,4,12,0,0,
891,Teuvo Teravainen\teravte01,27,CAR,F,64,18,39,57,20,20,6.1,8,8,2,1,17,21,1,175,10.3,1154,18:02,26,15,22,19,53.7
892,Troy Terry\terrytr01,24,ANA,C,64,31,26,57,-5,24,6.8,23,8,0,7,20,6,0,149,20.8,1142,17:50,19,4,1,8,11.1
893,Alexandre Texier\texieal01,22,CBJ,C,36,11,9,20,0,12,2.1,10,0,1,0,8,0,1,59,18.6,526,14:36,12,13,20,37,35.1
894,Shea Theodore\theodsh01,26,VEG,D,67,11,30,41,0,22,6.4,10,1,0,4,20,10,0,165,6.7,1560,23:17,83,30,0,0,
895,Robert Thomas\thomaro01,22,STL,C,58,15,42,57,7,12,5.2,12,1,2,4,32,9,1,87,17.2,1095,18:53,18,13,453,444,50.5
896,Nate Thompson\thompna01,37,PHI,C,21,1,1,2,-7,29,-0.3,1,0,0,0,1,0,0,9,11.1,249,11:51,8,33,78,74,51.3
897,Tage Thompson\thompta01,24,BUF,C,66,31,23,54,-16,31,6,21,8,2,2,17,6,0,222,14,1177,17:50,23,52,351,507,40.9
898,Tyce Thompson\thompty01,22,NJD,RW,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,29,14:25,0,2,1,0,100
899,Lassi Thomson\thomsla01,21,OTT,D,16,0,5,5,-8,2,0.3,0,0,0,0,4,1,0,18,0,276,17:15,9,23,0,0,
900,Joe Thornton\thornjo01,42,FLA,C,30,5,4,9,-8,6,0.3,2,3,0,1,4,0,0,23,21.7,328,10:56,9,17,75,92,44.9
901,Chris Tierney\tiernch01,27,OTT,C,58,6,11,17,-8,12,1,3,3,0,2,9,2,0,66,9.1,743,12:48,27,36,235,251,48.4
902,Conor Timmins\timmico01,23,ARI,D,6,0,0,0,-6,0,-0.3,0,0,0,0,0,0,0,5,0,106,17:45,9,7,0,0,
903,Jarred Tinordi\tinorja01,29,NYR,D,7,1,0,1,-5,7,-0.1,1,0,0,1,0,0,0,5,20,90,12:55,8,17,0,0,
904,Owen Tippett\tippeow01,22,TOT,RW,50,7,9,16,-1,12,0.8,7,0,0,0,8,1,0,91,7.7,653,13:04,13,76,20,33,37.7
904,Owen Tippett\tippeow01,22,FLA,RW,42,6,8,14,2,10,0.8,6,0,0,0,7,1,0,73,8.2,527,12:32,12,62,19,33,36.5
904,Owen Tippett\tippeow01,22,PHI,RW,8,1,1,2,-3,2,0,1,0,0,0,1,0,0,18,5.6,127,15:51,1,14,1,0,100
905,Vladimir Tkachev\tkachvl02,26,LAK,F,4,0,2,2,-2,2,0,0,0,0,0,0,2,0,1,0,56,13:59,0,1,1,1,50
906,Brady Tkachuk\tkachbr01,22,OTT,LW,65,23,26,49,-8,106,5.2,17,6,0,2,23,3,0,234,9.8,1207,18:34,24,232,190,172,52.5
907,Matthew Tkachuk\tkachma01,24,CGY,LW,68,32,52,84,40,54,10.7,22,10,0,6,36,16,0,218,14.7,1208,17:46,14,75,19,19,50
908,Devon Toews\toewsde01,27,COL,D,58,13,37,50,46,18,10.1,11,2,0,3,28,9,0,145,9,1484,25:35:00,76,46,0,0,
909,Jonathan Toews\toewsjo01,33,CHI,C,59,10,19,29,-10,33,1.9,6,3,1,1,16,3,0,106,9.4,1036,17:33,17,20,641,462,58.1
910,Tyler Toffoli\toffoty01,29,TOT,C,60,18,26,44,-7,8,4.2,9,8,1,1,18,7,1,164,11,999,16:39,21,69,13,11,54.2
910,Tyler Toffoli\toffoty01,29,MTL,C,37,9,17,26,-8,4,2.1,4,4,1,0,13,4,0,100,9,648,17:31,14,46,5,8,38.5
910,Tyler Toffoli\toffoty01,29,CGY,C,23,9,9,18,1,4,2.1,5,4,0,1,5,3,1,64,14.1,351,15:15,7,23,8,3,72.7
911,Eeli Tolvanen\tolvaee01,22,NSH,RW,65,9,12,21,-4,14,1.2,8,1,0,1,7,5,0,137,6.6,892,13:43,38,156,0,1,0
912,Philip Tomasino\tomasph01,20,NSH,C,62,10,15,25,4,10,2.3,7,3,0,3,11,4,0,83,12,708,11:25,21,37,18,30,37.5
913,Dominic Toninato\tonindo01,27,WPG,C,65,6,6,12,1,22,0.9,5,0,1,1,3,0,3,39,15.4,532,8:11,25,82,64,85,43
914,Alexey Toropchenko\toropal01,22,STL,RW,18,2,0,2,-3,11,-0.1,2,0,0,0,0,0,0,31,6.5,192,10:39,12,48,1,2,33.3
915,Brayden Tracey\tracebr01,20,ANA,LW,1,0,0,0,-1,0,-0.1,0,0,0,0,0,0,0,1,0,9,9:21,0,0,0,0,
916,Yakov Trenin\treniya01,25,NSH,C,66,17,7,24,12,44,2.7,17,0,0,2,7,0,0,118,14.4,963,14:35,28,153,9,21,30
917,Vincent Trocheck\trochvi01,28,CAR,C,69,18,28,46,17,72,4.8,12,6,0,3,22,6,0,136,13.2,1242,18:00,40,156,590,502,54
918,Jacob Trouba\troubja01,27,NYR,D,70,10,24,34,20,80,7.7,9,1,0,1,20,3,1,181,5.5,1579,22:34,153,190,0,0,
919,Alexander True\trueal01,24,SEA,F,8,0,0,0,-2,2,-0.2,0,0,0,0,0,0,0,6,0,66,8:15,2,22,12,15,44.4
920,Alex Tuch\tuchal01,25,BUF,RW,38,9,22,31,2,12,3,7,2,0,0,18,4,0,112,8,713,18:46,38,27,8,13,38.1
921,Riley Tufte\tufteri01,23,DAL,LW,10,1,0,1,0,4,0.1,1,0,0,0,0,0,0,5,20,72,7:12,4,9,1,1,50
922,Alex Turcotte\turcoal02,20,LAK,C,8,0,0,0,0,2,-0.1,0,0,0,0,0,0,0,13,0,90,11:15,2,8,12,17,41.4
923,Kyle Turris\turriky01,32,EDM,C,23,1,3,4,-5,4,-0.1,1,0,0,0,3,0,0,21,4.8,198,8:37,6,13,28,22,56
924,T.J. Tynan\tynant.01,29,LAK,C,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,22,10:51,2,1,6,7,46.2
925,Urho Vaakanainen\vaakaur01,23,TOT,D,19,0,5,5,0,4,0.9,0,0,0,0,5,0,0,20,0,369,19:24,15,15,0,0,
925,Urho Vaakanainen\vaakaur01,23,BOS,D,15,0,4,4,0,4,0.7,0,0,0,0,4,0,0,15,0,289,19:17,12,10,0,0,
925,Urho Vaakanainen\vaakaur01,23,ANA,D,4,0,1,1,0,0,0.2,0,0,0,0,1,0,0,5,0,79,19:51,3,5,0,0,
926,Juuso Valimaki\valimju01,23,CGY,D,8,0,2,2,1,10,0.4,0,0,0,0,2,0,0,11,0,127,15:51,9,7,0,0,
927,James van Riemsdyk\vanrija01,32,PHI,LW,69,17,13,30,-32,23,1.8,10,7,0,4,13,0,0,149,11.4,1112,16:07,21,27,8,10,44.4
928,Trevor van Riemsdyk\vanritr01,30,WSH,D,59,1,13,14,-1,33,2.3,1,0,0,0,12,0,1,60,1.7,1043,17:41,108,23,0,0,
929,Frank Vatrano\vatrafr01,27,TOT,LW,59,15,11,26,3,16,2.5,14,1,0,2,10,1,0,130,11.5,753,12:46,23,56,12,13,48
929,Frank Vatrano\vatrafr01,27,FLA,LW,49,10,9,19,-2,16,1.4,9,1,0,2,8,1,0,105,9.5,598,12:12,17,48,9,13,40.9
929,Frank Vatrano\vatrafr01,27,NYR,LW,10,5,2,7,5,0,1.1,5,0,0,0,2,0,0,25,20,156,15:33,6,8,3,0,100
930,Mike Vecchione\vecchmi01,28,WSH,RW,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,3,0,5,5:06,0,0,0,0,
931,Lukas Vejdemo\vejdelu01,26,MTL,C,6,1,0,1,-3,0,0,1,0,0,0,0,0,0,10,10,64,10:38,4,7,13,18,41.9
932,Joe Veleno\velenjo01,22,DET,C,53,7,7,14,-8,22,0.7,7,0,0,0,7,0,0,56,12.5,676,12:45,22,86,162,163,49.8
933,Carter Verhaeghe\verhaca01,26,FLA,C,68,21,30,51,25,44,5.5,21,0,0,4,27,3,0,141,14.9,1096,16:07,14,40,15,7,68.2
934,Kristian Vesalainen\vesalkr01,22,WPG,W,53,2,1,3,-8,6,-0.6,2,0,0,0,1,0,0,43,4.7,460,8:40,14,72,0,1,0
935,Jimmy Vesey\veseyji02,28,NJD,LW,65,7,7,14,-23,12,-0.3,5,0,2,2,7,0,0,106,6.6,947,14:34,29,83,17,43,28.3
936,Jeffrey Viel\vielje01,25,SJS,F,29,3,2,5,-2,100,0.4,3,0,0,0,2,0,0,27,11.1,263,9:05,11,79,4,7,36.4
937,Gabriel Vilardi\vilarga01,22,LAK,C,18,3,0,3,-7,2,0,1,2,0,1,0,0,0,26,11.5,245,13:38,7,3,49,54,47.6
938,Alex Vlasic\vlasial01,20,CHI,D,3,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,,21,7:01,4,2,0,0,
939,Marc-Edouard Vlasic\vlasima01,34,SJS,D,61,3,11,14,-15,14,2,3,0,0,0,11,0,0,51,5.9,932,15:17,68,35,0,0,
940,Jakub Voracek\voracja01,32,CBJ,RW,66,5,44,49,-13,32,2.7,3,2,0,2,25,19,0,122,4.1,1139,17:16,24,23,5,27,15.6
941,Jakub Vrana\vranaja01,25,DET,LW,13,7,3,10,-8,10,1,4,3,0,1,2,1,0,30,23.3,194,14:57,6,12,1,2,33.3
942,Oliver Wahlstrom\wahlsol01,21,NYI,RW,62,13,11,24,1,52,2.5,8,5,0,2,8,3,0,145,9,777,12:32,16,98,6,8,42.9
943,Nathan Walker\walkena01,27,STL,C,16,7,1,8,4,0,1.3,7,0,0,2,1,0,0,28,25,189,11:48,10,29,2,9,18.2
944,Sean Walker\walkese01,27,LAK,D,6,0,2,2,-1,4,0.2,0,0,0,0,1,1,0,18,0,110,18:22,9,9,0,0,
945,Jake Walman\walmaja01,25,TOT,D,39,3,4,7,-1,8,1.2,3,0,0,0,4,0,0,64,4.7,510,13:04,41,27,0,0,
945,Jake Walman\walmaja01,25,STL,D,32,3,3,6,3,6,1.3,3,0,0,0,3,0,0,48,6.3,383,11:59,26,21,0,0,
945,Jake Walman\walmaja01,25,DET,D,7,0,1,1,-4,2,-0.1,0,0,0,0,1,0,0,16,0,126,18:03,15,6,0,0,
946,Austin Watson\watsoau01,30,OTT,LW,53,4,3,7,-9,83,-0.1,3,0,1,1,3,0,0,64,6.3,624,11:47,54,161,3,8,27.3
947,Jasper Weatherby\weathja01,24,SJS,C,45,4,6,10,-14,16,0.2,3,1,0,0,5,1,0,42,9.5,518,11:30,23,46,161,157,50.6
948,MacKenzie Weegar\weegama01,28,FLA,D,69,7,31,38,37,65,6.8,5,1,1,2,29,1,1,172,4.1,1631,23:39,141,164,0,0,
949,Alexander Wennberg\wennbal01,27,SEA,C,67,9,23,32,-21,22,1.5,8,1,0,1,18,4,1,81,11.1,1213,18:06,37,44,486,543,47.2
950,Zach Werenski\werenza01,24,CBJ,D,60,10,32,42,-13,22,4.9,6,4,0,2,22,9,1,196,5.1,1557,25:57:00,87,29,0,0,
951,Blake Wheeler\wheelbl01,35,WPG,RW,56,12,42,54,-6,32,4.3,10,2,0,1,26,16,0,134,9,1113,19:53,32,56,3,13,18.8
952,Colin White\whiteco02,25,OTT,C,18,2,6,8,-5,2,0.4,0,2,0,1,2,4,0,37,5.4,278,15:28,2,19,56,59,48.7
953,Colton White\whiteco03,24,NJD,D,25,0,4,4,1,8,0.8,0,0,0,0,4,0,0,18,0,325,13:00,12,17,0,0,
954,Zach Whitecloud\whiteza01,25,VEG,D,48,6,9,15,21,14,4.4,5,0,1,1,9,0,0,75,8,932,19:25,102,74,0,0,
955,Chris Wideman\widemch01,32,MTL,D,55,3,19,22,-20,51,1.7,3,0,0,0,8,11,0,65,4.6,818,14:52,35,38,0,0,
956,Maxwell Willman\willmma01,26,PHI,C,41,4,2,6,-13,16,-0.2,4,0,0,0,2,0,0,65,6.2,483,11:46,10,53,2,5,28.6
957,Tom Wilson\wilsoto01,27,WSH,RW,65,21,26,47,9,85,5.1,15,4,2,4,19,6,1,125,16.8,1229,18:55,41,195,19,21,47.5
958,Luke Witkowski\witkolu01,31,DET,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,9,9:18,0,1,0,0,
959,Christian Wolanin\wolanch01,26,TOT,D,9,1,1,2,-1,2,0.4,1,0,0,0,1,0,0,5,20,132,14:42,13,5,0,0,
959,Christian Wolanin\wolanch01,26,LAK,D,8,1,1,2,1,2,0.5,1,0,0,0,1,0,0,5,20,124,15:30,11,5,0,0,
959,Christian Wolanin\wolanch01,26,BUF,D,1,0,0,0,-2,0,-0.1,0,0,0,0,0,0,0,0,,8,8:18,2,0,0,0,
960,Miles Wood\woodmi01,26,NJD,LW,2,0,0,0,-1,4,-0.1,0,0,0,0,0,0,0,2,0,28,14:02,1,3,0,0,
961,Kailer Yamamoto\yamamka01,23,EDM,RW,69,18,17,35,-4,36,2.9,14,3,1,4,14,2,1,98,18.4,1163,16:52,30,89,2,4,33.3
962,Keith Yandle\yandlke01,35,PHI,D,67,1,14,15,-39,10,-0.3,0,1,0,0,5,9,0,96,1,961,14:20,35,25,0,0,
963,Jesse Ylönen\yloneje01,22,MTL,RW,11,2,3,5,4,2,0.6,2,0,0,0,3,0,0,9,22.2,126,11:27,4,5,0,0,
964,Cameron York\yorkca01,21,PHI,D,26,3,6,9,-10,4,0.9,2,1,0,0,3,3,0,23,13,486,18:42,36,19,0,0,
965,Pavel Zacha\zachapa01,24,NJD,C,57,13,15,28,-17,14,1.8,9,4,0,1,11,4,0,122,10.7,955,16:45,16,65,132,131,50.2
966,Filip Zadina\zadinfi01,22,DET,RW,66,8,12,20,-29,10,0.2,4,4,0,1,8,4,0,136,5.9,921,13:58,31,47,4,2,66.7
967,Nikita Zadorov\zadorni01,26,CGY,D,61,3,13,16,10,61,3.3,3,0,0,0,13,0,0,92,3.3,1037,17:00,42,153,0,0,
968,Nikita Zaitsev\zaitsni01,30,OTT,D,49,2,6,8,-4,24,1.9,2,0,0,0,4,0,2,57,3.5,940,19:11,83,98,0,0,
969,Yegor Zamula\zamulye01,21,PHI,D,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,20,19:46,3,0,0,0,
970,Jakub Zboril\zborija01,24,BOS,D,10,0,3,3,1,4,0.5,0,0,0,0,3,0,0,13,0,157,15:44,10,24,0,0,
971,Trevor Zegras\zegratr01,20,ANA,C,64,17,33,50,-21,46,4.1,11,6,0,4,25,8,0,157,10.8,1145,17:53,20,43,193,291,39.9
