,Player,Tm,Salary,Cap Hit,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Pos_C,Pos_D,Pos_F,Pos_LW,Pos_RW,Pos_W,Tm_ANA,Tm_ARI,Tm_BOS,Tm_BUF,Tm_CAR,Tm_CBJ,Tm_CGY,Tm_CHI,Tm_COL,Tm_DAL,Tm_DET,Tm_EDM,Tm_FLA,Tm_LAK,Tm_MIN,Tm_MTL,Tm_NJD,Tm_NSH,Tm_NYI,Tm_NYR,Tm_OTT,Tm_PHI,Tm_PIT,Tm_SEA,Tm_SJS,Tm_STL,Tm_TBL,Tm_TOR,Tm_TOT,Tm_VAN,Tm_VEG,Tm_WPG,Tm_WSH
207,Tomas Tatar,NJD,"2,750,000","4,500,000",888.0,31.0,66.0,13.0,14.0,27.0,-14.0,16.0,1.8,11.0,2.0,0.0,0.0,11.0,3.0,0.0,121.0,10.7,971.0,24.0,62.0,14.0,23.0,37.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,Pius Suter,DET,"2,750,000","3,250,000",880.0,25.0,69.0,13.0,16.0,29.0,-19.0,18.0,1.5,12.0,0.0,1.0,2.0,13.0,3.0,0.0,140.0,9.3,1159.0,31.0,21.0,426.0,417.0,50.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Filip Hronek,DET,"2,700,000","4,400,000",394.0,24.0,65.0,5.0,30.0,35.0,-27.0,30.0,3.1,3.0,2.0,0.0,0.0,26.0,4.0,0.0,112.0,4.5,1433.0,70.0,56.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,Alexander Radulov,DAL,"2,650,000","6,250,000",732.0,35.0,61.0,4.0,17.0,21.0,-16.0,28.0,0.5,3.0,1.0,0.0,2.0,11.0,6.0,0.0,86.0,4.7,886.0,47.0,38.0,9.0,10.0,47.4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,Jordan Greenway,MIN,"2,600,000","2,100,000",325.0,24.0,55.0,8.0,14.0,22.0,23.0,65.0,2.1,7.0,1.0,0.0,3.0,14.0,0.0,0.0,96.0,8.3,802.0,26.0,137.0,17.0,28.0,37.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,Frank Vatrano,NYR,"2,600,000","2,533,333",929.0,27.0,39.333333333333336,10.0,7.333333333333333,17.333333333333332,2.0,10.666666666666666,1.6666666666666667,9.333333333333334,0.6666666666666666,0.0,1.3333333333333333,6.666666666666667,0.6666666666666666,0.0,86.66666666666667,13.666666666666666,502.3333333333333,15.333333333333334,37.333333333333336,8.0,8.666666666666666,62.96666666666667,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
213,Oskar Lindblom,PHI,"2,600,000","3,000,000",530.0,25.0,67.0,11.0,13.0,24.0,-4.0,22.0,1.9,11.0,0.0,0.0,1.0,12.0,1.0,0.0,111.0,9.9,952.0,45.0,67.0,7.0,12.0,36.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,Vladislav Gavrikov,CBJ,"2,550,000","2,800,000",304.0,26.0,67.0,5.0,25.0,30.0,-1.0,48.0,4.1,5.0,0.0,0.0,1.0,25.0,0.0,0.0,81.0,6.2,1477.0,118.0,110.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,Drake Batherson,OTT,"2,500,000","4,975,000",47.0,23.0,35.0,13.0,23.0,36.0,1.0,20.0,4.0,11.0,2.0,0.0,0.0,13.0,10.0,0.0,85.0,15.3,661.0,12.0,74.0,14.0,13.0,51.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,Joel Edmundson,MTL,"2,500,000","3,500,000",237.0,28.0,11.0,1.0,1.0,2.0,-3.0,12.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,12.0,8.3,219.0,24.0,38.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,Ethan Bear,CAR,"2,500,000","2,000,000",51.0,24.0,51.0,4.0,9.0,13.0,5.0,18.0,2.9,4.0,0.0,0.0,2.0,8.0,1.0,0.0,85.0,4.7,822.0,38.0,48.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,Jack Roslovic,CBJ,"2,500,000","1,838,362",767.0,25.0,68.0,12.0,20.0,32.0,-1.0,8.0,2.6,11.0,1.0,0.0,1.0,18.0,2.0,0.0,98.0,12.2,897.0,20.0,48.0,290.0,371.0,43.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,Tanner Pearson,VAN,"2,500,000","3,250,000",687.0,29.0,66.0,13.0,20.0,33.0,7.0,30.0,3.1,12.0,1.0,0.0,2.0,18.0,2.0,0.0,155.0,8.4,1073.0,41.0,83.0,20.0,37.0,35.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
220,Adrian Kempe,LAK,"2,500,000","2,000,000",458.0,25.0,68.0,29.0,16.0,45.0,-4.0,40.0,5.4,22.0,4.0,3.0,7.0,8.0,8.0,0.0,201.0,14.4,1256.0,22.0,90.0,23.0,21.0,52.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,Adam Lowry,WPG,"2,500,000","3,250,000",542.0,28.0,67.0,11.0,7.0,18.0,3.0,52.0,1.2,8.0,0.0,3.0,0.0,3.0,2.0,2.0,89.0,12.4,1029.0,34.0,205.0,457.0,411.0,52.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
222,Cody Eakin,BUF,"2,500,000","2,250,000",234.0,30.0,65.0,4.0,8.0,12.0,-11.0,20.0,-0.2,3.0,1.0,0.0,1.0,6.0,1.0,1.0,72.0,5.6,882.0,27.0,32.0,448.0,356.0,55.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,Nick Jensen,WSH,"2,500,000","2,500,000",414.0,31.0,63.0,5.0,13.0,18.0,24.0,21.0,5.1,5.0,0.0,0.0,1.0,13.0,0.0,0.0,70.0,7.1,1210.0,79.0,113.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
224,Cal Clutterbuck,NYI,"2,500,000","3,500,000",157.0,34.0,59.0,6.0,9.0,15.0,-6.0,10.0,0.6,5.0,0.0,1.0,1.0,9.0,0.0,0.0,74.0,8.1,828.0,23.0,229.0,11.0,4.0,73.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,Casey Cizikas,NYI,"2,500,000","2,500,000",152.0,30.0,61.0,9.0,5.0,14.0,-1.0,42.0,1.0,9.0,0.0,0.0,3.0,5.0,0.0,0.0,72.0,12.5,840.0,38.0,117.0,445.0,356.0,55.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
226,Zack Kassian,EDM,"2,500,000","3,200,000",450.0,31.0,46.0,5.0,11.0,16.0,-1.0,47.0,1.0,3.0,2.0,0.0,1.0,11.0,0.0,0.0,48.0,10.4,560.0,6.0,133.0,2.0,3.0,40.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
227,Brad Marchand,BOS,"2,500,000","6,125,000",569.0,33.0,57.0,31.0,40.0,71.0,12.0,81.0,8.6,22.0,7.0,2.0,6.0,21.0,19.0,0.0,196.0,15.8,1094.0,17.0,64.0,10.0,17.0,37.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,Brandon Carlo,BOS,"2,500,000","4,100,000",125.0,25.0,66.0,5.0,9.0,14.0,6.0,27.0,3.7,5.0,0.0,0.0,0.0,8.0,1.0,0.0,114.0,4.4,1304.0,92.0,110.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
229,Radko Gudas,FLA,"2,500,000","2,500,000",334.0,31.0,67.0,2.0,12.0,14.0,26.0,92.0,3.2,2.0,0.0,0.0,0.0,12.0,0.0,0.0,91.0,2.2,1227.0,104.0,315.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
230,William Nylander,TOR,"2,500,000","6,962,366",656.0,25.0,68.0,26.0,38.0,64.0,-15.0,12.0,5.9,16.0,10.0,0.0,5.0,22.0,16.0,0.0,217.0,12.0,1240.0,24.0,16.0,20.0,19.0,51.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
231,Rickard Rakell,PIT,"2,470,000","2,463,139",734.0,28.0,38.666666666666664,12.666666666666666,9.333333333333334,22.0,-5.333333333333333,5.333333333333333,2.1333333333333333,9.333333333333334,3.3333333333333335,0.0,0.6666666666666666,6.0,3.3333333333333335,0.0,101.33333333333333,14.366666666666667,699.0,26.666666666666668,48.666666666666664,23.333333333333332,28.666666666666668,46.5,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
232,Andrew Mangiapane,CGY,"2,450,000","2,425,000",566.0,25.0,68.0,30.0,15.0,45.0,17.0,30.0,6.1,21.0,7.0,2.0,7.0,12.0,2.0,1.0,158.0,19.0,1078.0,30.0,58.0,21.0,25.0,45.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
233,Jordan Kyrou,STL,"2,400,000","2,800,000",497.0,23.0,61.0,22.0,40.0,62.0,8.0,18.0,6.5,18.0,4.0,0.0,3.0,28.0,11.0,1.0,149.0,14.8,1017.0,20.0,4.0,6.0,9.0,40.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,Robert Thomas,STL,"2,400,000","2,800,000",895.0,22.0,58.0,15.0,42.0,57.0,7.0,12.0,5.2,12.0,1.0,2.0,4.0,32.0,9.0,1.0,87.0,17.2,1095.0,18.0,13.0,453.0,444.0,50.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
235,Dante Fabbro,NSH,"2,400,000","2,400,000",255.0,23.0,53.0,1.0,17.0,18.0,16.0,22.0,3.7,1.0,0.0,0.0,0.0,17.0,0.0,0.0,69.0,1.4,1014.0,76.0,48.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
236,Casey Mittelstadt,BUF,"2,400,000","2,500,000",620.0,23.0,28.0,3.0,11.0,14.0,-13.0,2.0,0.5,2.0,1.0,0.0,0.0,6.0,5.0,0.0,54.0,5.6,450.0,10.0,9.0,146.0,177.0,45.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
237,Henri Jokiharju,BUF,"2,400,000","2,500,000",424.0,22.0,48.0,3.0,12.0,15.0,-4.0,16.0,2.6,3.0,0.0,0.0,0.0,10.0,2.0,0.0,61.0,4.9,1047.0,47.0,54.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238,Luke Kunin,NSH,"2,300,000","2,300,000",490.0,24.0,68.0,12.0,8.0,20.0,-6.0,61.0,1.2,12.0,0.0,0.0,0.0,6.0,2.0,0.0,109.0,11.0,976.0,47.0,202.0,33.0,50.0,39.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,Dmitry Kulikov,MIN,"2,250,000","2,250,000",489.0,31.0,66.0,5.0,16.0,21.0,15.0,33.0,3.7,5.0,0.0,0.0,1.0,16.0,0.0,0.0,53.0,9.4,1173.0,80.0,79.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,Erik Haula,BOS,"2,250,000","2,375,000",363.0,30.0,65.0,12.0,23.0,35.0,12.0,41.0,3.5,10.0,2.0,0.0,2.0,21.0,2.0,0.0,115.0,10.4,965.0,31.0,107.0,335.0,316.0,51.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,Josh Manson,COL,"2,225,000","2,050,000",567.0,30.0,36.0,2.6666666666666665,4.0,6.666666666666667,-2.0,38.0,1.5333333333333332,2.6666666666666665,0.0,0.0,0.0,4.0,0.0,0.0,49.333333333333336,4.0,691.6666666666666,36.666666666666664,97.33333333333333,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
242,Tyler Pitlick,MTL,"2,200,000","1,750,000",713.0,30.0,19.333333333333332,0.0,2.0,2.0,-2.6666666666666665,1.3333333333333333,-0.26666666666666666,0.0,0.0,0.0,0.0,2.0,0.0,0.0,14.666666666666666,0.0,212.0,10.666666666666666,40.0,0.6666666666666666,2.6666666666666665,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
243,Troy Stecher,LAK,"2,200,000","1,700,000",857.0,27.0,15.333333333333334,0.6666666666666666,0.6666666666666666,1.3333333333333333,-2.6666666666666665,7.333333333333333,0.2333333333333333,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,26.0,2.3,246.66666666666666,18.666666666666668,19.333333333333332,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
244,Zemgus Girgensons,BUF,"2,200,000","2,200,000",312.0,28.0,44.0,10.0,6.0,16.0,-5.0,25.0,1.4,7.0,3.0,0.0,1.0,5.0,1.0,0.0,75.0,13.3,656.0,17.0,70.0,109.0,114.0,48.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
245,Dillon Dube,CGY,"2,200,000","2,300,000",222.0,23.0,65.0,10.0,12.0,22.0,-5.0,18.0,1.5,9.0,0.0,1.0,0.0,10.0,1.0,1.0,122.0,8.2,824.0,12.0,66.0,76.0,92.0,45.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
246,Ilya Mikheyev,TOR,"2,190,000","1,645,000",612.0,27.0,39.0,15.0,7.0,22.0,12.0,18.0,3.0,9.0,2.0,4.0,4.0,6.0,1.0,0.0,113.0,13.3,585.0,12.0,29.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
247,Milan Lucic,CGY,"2,187,500","5,250,000",543.0,33.0,68.0,10.0,10.0,20.0,-5.0,73.0,1.3,8.0,2.0,0.0,0.0,9.0,1.0,0.0,82.0,12.2,854.0,20.0,165.0,11.0,10.0,52.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,Ryan Reaves,NYR,"2,125,000","1,750,000",744.0,35.0,60.0,3.0,8.0,11.0,-12.0,41.0,0.0,3.0,0.0,0.0,0.0,8.0,0.0,0.0,38.0,7.9,631.0,11.0,244.0,1.0,1.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
249,Marcus Foligno,MIN,"2,100,000","3,100,000",272.0,30.0,64.0,20.0,16.0,36.0,22.0,105.0,4.0,16.0,4.0,0.0,3.0,14.0,2.0,0.0,85.0,23.5,1067.0,38.0,207.0,10.0,8.0,55.6,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,Warren Foegele,EDM,"2,100,000","2,750,000",270.0,25.0,70.0,9.0,14.0,23.0,-11.0,22.0,1.0,7.0,2.0,0.0,3.0,13.0,1.0,0.0,119.0,7.6,900.0,14.0,108.0,12.0,15.0,44.4,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,Duncan Keith,EDM,"2,100,000","5,538,462",455.0,38.0,52.0,1.0,18.0,19.0,6.0,20.0,2.9,1.0,0.0,0.0,1.0,16.0,2.0,0.0,70.0,1.4,1041.0,84.0,22.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,Nick Bonino,SJS,"2,050,000","2,050,000",84.0,33.0,66.0,9.0,9.0,18.0,-24.0,14.0,0.3,7.0,2.0,0.0,0.0,5.0,4.0,0.0,107.0,8.4,1097.0,85.0,27.0,445.0,418.0,51.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
253,P.K. Subban,NJD,"2,000,000","9,000,000",876.0,32.0,66.0,5.0,16.0,21.0,-8.0,78.0,3.1,5.0,0.0,0.0,1.0,15.0,0.0,1.0,106.0,4.7,1217.0,77.0,64.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
