,Player,Tm,Salary,Cap Hit,Rk,Age,GP,G,A,PTS,+/-,PIM,PS,EV,PP,SH,GW,EV.1,PP.1,SH.1,S,S%,TOI,BLK,HIT,FOW,FOL,FO%,Pos_C,Pos_D,Pos_F,Pos_LW,Pos_RW,Pos_W,Tm_ANA,Tm_ARI,Tm_BOS,Tm_BUF,Tm_CAR,Tm_CBJ,Tm_CGY,Tm_CHI,Tm_COL,Tm_DAL,Tm_DET,Tm_EDM,Tm_FLA,Tm_LAK,Tm_MIN,Tm_MTL,Tm_NJD,Tm_NSH,Tm_NYI,Tm_NYR,Tm_OTT,Tm_PHI,Tm_PIT,Tm_SEA,Tm_SJS,Tm_STL,Tm_TBL,Tm_TOR,Tm_TOT,Tm_VAN,Tm_VEG,Tm_WPG,Tm_WSH
330,Jordan Oesterle,DET,"1,250,000","1,350,000",663.0,29.0,39.0,2.0,5.0,7.0,-5.0,4.0,1.1,2.0,0.0,0.0,1.0,5.0,0.0,0.0,59.0,3.4,732.0,39.0,19.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,Conor Sheary,WSH,"1,250,000","1,500,000",819.0,29.0,59.0,16.0,18.0,34.0,-6.0,14.0,3.3,14.0,2.0,0.0,4.0,14.0,4.0,0.0,111.0,14.4,911.0,37.0,39.0,10.0,15.0,40.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
332,Derek Ryan,EDM,"1,250,000","1,250,000",780.0,35.0,63.0,8.0,10.0,18.0,-4.0,6.0,1.1,8.0,0.0,0.0,2.0,10.0,0.0,0.0,60.0,13.3,714.0,28.0,27.0,251.0,193.0,56.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,Kris Russell,EDM,"1,250,000","1,250,000",776.0,34.0,24.0,0.0,5.0,5.0,8.0,4.0,1.3,0.0,0.0,0.0,0.0,5.0,0.0,0.0,25.0,0.0,374.0,55.0,20.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,Ben Chiarot,FLA,"1,250,000","1,750,000",142.0,30.0,40.666666666666664,5.333333333333333,9.333333333333334,14.666666666666666,-13.333333333333334,29.333333333333332,1.6666666666666667,4.666666666666667,0.6666666666666666,0.0,0.6666666666666666,8.0,0.6666666666666666,0.6666666666666666,79.33333333333333,6.1000000000000005,944.0,69.33333333333333,85.33333333333333,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
335,Pierre Engvall,TOR,"1,250,000","1,250,000",247.0,25.0,64.0,12.0,13.0,25.0,4.0,24.0,2.2,9.0,1.0,2.0,3.0,10.0,2.0,1.0,126.0,9.5,822.0,11.0,51.0,25.0,39.0,39.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
336,Nicolas Aube-Kubel,COL,"1,225,000","1,075,000",28.0,25.0,41.333333333333336,5.333333333333333,6.0,11.333333333333334,4.0,28.666666666666668,1.0333333333333334,5.333333333333333,0.0,0.0,0.6666666666666666,6.0,0.0,0.0,50.0,7.599999999999999,393.3333333333333,8.0,76.0,2.0,5.333333333333333,27.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
337,Victor Mete,OTT,"1,200,000","1,200,000",610.0,23.0,34.0,0.0,7.0,7.0,-18.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,22.0,0.0,509.0,37.0,12.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
338,Jay Beagle,ARI,"1,200,000","3,000,000",49.0,36.0,26.0,1.0,0.0,1.0,-11.0,27.0,-0.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,6.7,364.0,14.0,41.0,228.0,146.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,Kailer Yamamoto,EDM,"1,175,000","1,175,000",961.0,23.0,69.0,18.0,17.0,35.0,-4.0,36.0,2.9,14.0,3.0,1.0,4.0,14.0,2.0,1.0,98.0,18.4,1163.0,30.0,89.0,2.0,4.0,33.3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
340,Artturi Lehkonen,COL,"1,150,000","1,150,000",519.0,26.0,40.666666666666664,8.666666666666666,10.666666666666666,19.333333333333332,0.0,9.333333333333334,1.8,6.666666666666667,0.6666666666666666,1.3333333333333333,0.6666666666666666,10.666666666666666,0.0,0.0,80.0,7.533333333333334,601.3333333333334,17.333333333333332,42.0,5.333333333333333,10.0,34.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
341,Christian Fischer,ARI,"1,125,875","1,000,000",265.0,24.0,53.0,5.0,5.0,10.0,-15.0,14.0,-0.3,4.0,1.0,0.0,0.0,5.0,0.0,0.0,76.0,6.6,695.0,22.0,91.0,76.0,147.0,34.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
342,Dylan Gambrell,OTT,"1,100,000","1,100,000",295.0,25.0,50.0,2.0,3.0,5.0,-4.0,8.0,-0.3,1.0,0.0,1.0,0.0,3.0,0.0,0.0,44.0,4.5,584.0,32.0,78.0,213.0,234.0,47.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
343,Ryan Hartman,MIN,"1,100,000","1,700,000",359.0,27.0,68.0,27.0,26.0,53.0,27.0,69.0,6.2,26.0,1.0,0.0,6.0,21.0,5.0,0.0,202.0,13.4,1242.0,36.0,62.0,419.0,529.0,44.2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
344,Michael Raffl,DAL,"1,100,000","1,100,000",733.0,33.0,62.0,6.0,9.0,15.0,-12.0,14.0,0.3,6.0,0.0,0.0,1.0,7.0,0.0,2.0,81.0,7.4,898.0,28.0,104.0,12.0,8.0,60.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345,William Carrier,VEG,"1,100,000","1,400,000",132.0,27.0,59.0,7.0,11.0,18.0,9.0,34.0,1.7,7.0,0.0,0.0,0.0,11.0,0.0,0.0,108.0,6.5,683.0,23.0,150.0,3.0,3.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
346,Brenden Dillon,WPG,"1,100,000","3,900,000",207.0,31.0,67.0,2.0,17.0,19.0,15.0,63.0,4.1,2.0,0.0,0.0,0.0,17.0,0.0,0.0,77.0,2.6,1281.0,95.0,185.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
347,Danton Heinen,PIT,"1,100,000","1,100,000",370.0,26.0,64.0,14.0,13.0,27.0,5.0,14.0,2.8,11.0,3.0,0.0,1.0,12.0,1.0,0.0,111.0,12.6,839.0,28.0,61.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
348,Brett Kulak,EDM,"1,100,000","925,000",488.0,28.0,41.333333333333336,2.6666666666666665,8.666666666666666,11.333333333333334,-2.0,23.333333333333332,1.8333333333333333,2.6666666666666665,0.0,0.0,0.0,8.0,0.0,0.6666666666666666,47.333333333333336,7.633333333333333,741.3333333333334,35.333333333333336,48.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
349,Carter Verhaeghe,FLA,"1,100,000","1,000,000",933.0,26.0,68.0,21.0,30.0,51.0,25.0,44.0,5.5,21.0,0.0,0.0,4.0,27.0,3.0,0.0,141.0,14.9,1096.0,14.0,40.0,15.0,7.0,68.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
350,Jonas Siegenthaler,NJD,"1,050,000","1,125,000",823.0,24.0,68.0,1.0,13.0,14.0,-5.0,42.0,2.5,1.0,0.0,0.0,0.0,12.0,0.0,1.0,89.0,1.1,1408.0,104.0,96.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
351,Vinnie Hinostroza,BUF,"1,050,000","1,050,000",380.0,27.0,50.0,11.0,12.0,23.0,-9.0,18.0,2.0,10.0,1.0,0.0,1.0,12.0,0.0,0.0,76.0,14.5,702.0,9.0,20.0,11.0,13.0,45.8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
352,Frederick Gaudreau,MIN,"1,000,000","1,200,000",299.0,28.0,62.0,10.0,22.0,32.0,9.0,8.0,2.3,9.0,1.0,0.0,3.0,20.0,1.0,1.0,106.0,9.4,1008.0,39.0,41.0,357.0,369.0,49.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
353,Nicolas Deslauriers,MIN,"1,000,000","1,000,000",204.0,30.0,46.0,4.666666666666667,3.3333333333333335,8.0,-5.333333333333333,63.333333333333336,0.26666666666666666,4.0,0.0,0.6666666666666666,0.6666666666666666,3.3333333333333335,0.0,0.0,52.0,16.4,526.6666666666666,26.666666666666668,156.0,0.6666666666666666,2.0,25.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
354,Shayne Gostisbehere,ARI,"1,000,000","4,500,000",318.0,28.0,69.0,11.0,32.0,43.0,-12.0,20.0,5.9,9.0,2.0,0.0,1.0,18.0,14.0,0.0,136.0,8.1,1532.0,99.0,43.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
355,Darren Helm,COL,"1,000,000","1,000,000",373.0,35.0,56.0,6.0,5.0,11.0,-2.0,10.0,0.5,5.0,0.0,1.0,0.0,4.0,0.0,1.0,78.0,7.7,577.0,21.0,94.0,65.0,85.0,43.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
356,Jamie Benn,DAL,"1,000,000","9,500,000",60.0,32.0,68.0,17.0,23.0,40.0,-4.0,74.0,3.7,14.0,2.0,1.0,2.0,16.0,7.0,0.0,159.0,10.7,1138.0,49.0,128.0,419.0,342.0,55.1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
357,Ryan Suter,DAL,"1,000,000","3,650,000",881.0,37.0,68.0,6.0,21.0,27.0,-3.0,30.0,5.1,3.0,3.0,0.0,0.0,13.0,8.0,0.0,104.0,5.8,1602.0,77.0,43.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
358,Jani Hakanpaa,DAL,"1,000,000","1,500,000",346.0,29.0,66.0,3.0,6.0,9.0,3.0,43.0,2.8,3.0,0.0,0.0,0.0,6.0,0.0,0.0,56.0,5.4,1078.0,96.0,204.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
359,Anthony DeAngelo,CAR,"1,000,000","1,000,000",195.0,26.0,51.0,10.0,35.0,45.0,27.0,50.0,8.4,8.0,2.0,0.0,2.0,19.0,16.0,0.0,117.0,8.5,1002.0,46.0,35.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,Nolan Patrick,VEG,"1,000,000","1,200,000",683.0,23.0,25.0,2.0,5.0,7.0,1.0,6.0,0.4,2.0,0.0,0.0,0.0,4.0,1.0,0.0,34.0,5.9,288.0,3.0,26.0,83.0,89.0,48.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
361,Michael Rasmussen,DET,"1,000,000","1,460,000",739.0,22.0,67.0,10.0,11.0,21.0,-27.0,46.0,0.5,10.0,0.0,0.0,1.0,9.0,2.0,0.0,103.0,9.7,954.0,54.0,103.0,353.0,358.0,49.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,Artemi Panarin,NYR,"1,000,000","11,642,857",676.0,30.0,65.0,19.0,63.0,82.0,12.0,18.0,8.3,14.0,5.0,0.0,5.0,35.0,28.0,0.0,157.0,12.1,1264.0,13.0,20.0,1.0,1.0,50.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
363,Alex Ovechkin,WSH,"1,000,000","9,500,000",670.0,36.0,67.0,42.0,37.0,79.0,2.0,18.0,9.8,27.0,14.0,1.0,5.0,25.0,12.0,0.0,297.0,14.1,1411.0,20.0,124.0,4.0,8.0,33.3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
364,Michal Kempny,WSH,"1,000,000","2,500,000",459.0,31.0,15.0,1.0,1.0,2.0,-3.0,16.0,0.3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,10.0,238.0,19.0,22.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
365,Jeff Carter,PIT,"1,000,000","2,636,364",133.0,37.0,64.0,16.0,21.0,37.0,-1.0,32.0,3.2,13.0,2.0,1.0,2.0,18.0,3.0,0.0,173.0,9.2,1140.0,37.0,88.0,536.0,414.0,56.4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
366,Evan Rodrigues,PIT,"1,000,000","1,000,000",763.0,28.0,70.0,17.0,23.0,40.0,3.0,10.0,3.7,10.0,7.0,0.0,2.0,22.0,1.0,0.0,204.0,8.3,1163.0,28.0,75.0,169.0,186.0,47.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
367,Ross Johnston,NYI,"1,000,000","1,000,000",423.0,27.0,21.0,1.0,5.0,6.0,2.0,23.0,0.5,1.0,0.0,0.0,0.0,5.0,0.0,0.0,5.0,20.0,213.0,9.0,54.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,Connor McDavid,EDM,"1,000,000","12,500,000",591.0,25.0,69.0,40.0,65.0,105.0,21.0,41.0,12.0,31.0,9.0,0.0,8.0,34.0,30.0,1.0,278.0,14.4,1530.0,23.0,63.0,474.0,409.0,53.7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
369,Steven Stamkos,TBL,"1,000,000","8,500,000",854.0,31.0,67.0,32.0,44.0,76.0,12.0,26.0,8.8,20.0,12.0,0.0,8.0,30.0,14.0,0.0,195.0,16.4,1249.0,25.0,78.0,466.0,445.0,51.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
370,Brandon Hagel,TBL,"1,000,000","1,500,000",341.0,23.0,42.0,15.333333333333334,10.666666666666666,26.0,-9.333333333333334,16.666666666666668,2.6,12.0,2.6666666666666665,0.6666666666666666,2.0,8.666666666666666,1.3333333333333333,0.6666666666666666,68.66666666666667,22.266666666666666,706.6666666666666,16.666666666666668,30.666666666666668,9.333333333333334,13.333333333333334,48.866666666666674,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
371,Ross Colton,TBL,"1,000,000","1,125,000",162.0,25.0,65.0,14.0,16.0,30.0,3.0,18.0,3.0,14.0,0.0,0.0,3.0,12.0,4.0,0.0,122.0,11.5,822.0,29.0,120.0,280.0,256.0,52.2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
372,Calle Jarnkrok,CGY,"1,000,000","1,000,000",407.0,30.0,37.333333333333336,8.0,10.666666666666666,18.666666666666668,-9.333333333333334,2.6666666666666665,1.3666666666666665,6.666666666666667,1.3333333333333333,0.0,0.6666666666666666,8.0,2.6666666666666665,0.0,62.0,9.166666666666666,615.3333333333334,10.0,23.333333333333332,123.33333333333333,116.66666666666667,52.46666666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
373,Adam Gaudette,OTT,"997,500","997,500",298.0,25.0,29.333333333333332,3.3333333333333335,6.0,9.333333333333334,-6.666666666666667,10.0,0.5333333333333333,2.0,1.3333333333333333,0.0,0.6666666666666666,6.0,0.0,0.0,52.0,7.433333333333334,340.6666666666667,6.0,38.666666666666664,27.333333333333332,39.333333333333336,40.699999999999996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0
374,Eric Robinson,CBJ,"975,000","975,000",762.0,26.0,54.0,8.0,14.0,22.0,1.0,12.0,1.6,7.0,0.0,1.0,1.0,14.0,0.0,0.0,73.0,11.0,745.0,17.0,73.0,2.0,1.0,66.7,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,Maxim Mamin,FLA,"975,000","975,000",565.0,27.0,33.0,5.0,5.0,10.0,9.0,11.0,0.9,5.0,0.0,0.0,0.0,5.0,0.0,0.0,37.0,13.5,389.0,16.0,47.0,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
